//DATASET,
//created,Wed, 24 Feb 2021 21:47:26 GMT

//TRACE,Optical Spectrum,Input 1 (Run 1) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
//TRACE,Optical Spectrum,Input 1 (Run 19) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-61.3392
191.8095,192.0094,-60.7638
192.0094,192.2092,-60.3513
192.2092,192.4091,-60.1607
192.4091,192.6089,-60.2141
192.6089,192.8088,-60.4768
192.8088,193.0086,-60.8486
193.0086,193.2084,-61.1816
193.2084,193.4083,-61.3278
193.4083,193.6081,-61.2092
193.6081,193.808,-60.8755
193.808,194.0078,-60.5048
194.0078,194.2077,-60.3289
194.2077,194.4075,-60.4996
194.4075,194.6073,-60.9656
194.6073,194.8072,-61.4333
194.8072,195.007,-61.4674
195.007,195.2069,-60.7212
195.2069,195.4067,-59.1407
195.4067,195.6066,-57.0812
195.6066,195.8064,-55.1874
195.8064,196.0062,-54.1329
196.0062,196.2061,-54.3344

//Parameterized
#Frequency,Power
#(THz),(dBm)
192.1,-0.3779
192.3,-0.2081
192.4,-0.2136
192.7,-0.5569
192.9,-0.9481
193.1,-1.3069
193.2,-1.4264
193.3,-1.4866
193.8,-0.9281
194.3,-0.7823
194.4,-0.9982
194.7,-1.7598
194.8,-1.8833
195,-1.6258
195.1,-1.1848
195.5,2.3255
195.6,3.3275
195.7,4.2068
195.8,4.8776
195.9,5.2782



//TRACE,Optical Spectrum,Input 1 (Run 20) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-60.5869
191.8095,192.0094,-59.9582
192.0094,192.2092,-59.4968
192.2092,192.4091,-59.2635
192.4091,192.6089,-59.2808
192.6089,192.8088,-59.5127
192.8088,193.0086,-59.8562
193.0086,193.2084,-60.16
